Entity,Year,feature,forecast_value,lower_ci,upper_ci
Albania,2023,internet_usage,88.6804,78.3062,99.5256
Albania,2024,internet_usage,92.8279,82.7497,104.2154
Albania,2025,internet_usage,96.9868,85.9439,108.1437
Albania,2026,internet_usage,101.1343,90.7461,112.3068
Albania,2027,internet_usage,105.2818,94.0482,115.7319
Albania,2023,electricity_access,100.0341,99.8212,100.2501
Albania,2024,electricity_access,100.0487,99.3598,100.7274
Albania,2025,electricity_access,100.0633,98.7502,101.2552
Albania,2026,electricity_access,100.0779,98.1152,101.951
Albania,2027,electricity_access,100.0925,97.3787,102.7372
Albania,2023,gdp_per_capita,12851.0657,12425.6491,13265.0829
Albania,2024,gdp_per_capita,13150.2068,12730.6487,13546.2197
Albania,2025,gdp_per_capita,13450.1673,13027.8332,13865.9093
Albania,2026,gdp_per_capita,13749.3084,13314.5075,14187.4782
Albania,2027,gdp_per_capita,14048.4494,13646.507,14453.7323
Algeria,2023,internet_usage,66.9188,52.2297,80.938
Algeria,2024,internet_usage,70.3372,55.6357,85.281
Algeria,2025,internet_usage,73.7649,60.8849,88.023
Algeria,2026,internet_usage,77.1833,63.0366,91.8952
Algeria,2027,internet_usage,80.6017,67.0936,94.7535
Algeria,2023,electricity_access,100.0119,99.7391,100.2342
Algeria,2024,electricity_access,100.1057,99.2356,100.8131
Algeria,2025,electricity_access,100.1998,98.7081,101.564
Algeria,2026,electricity_access,100.2936,98.0759,102.482
Algeria,2027,electricity_access,100.3874,97.2595,103.4667
Algeria,2023,gdp_per_capita,15650.118,13666.3417,17716.6215
Algeria,2024,gdp_per_capita,15970.4998,14230.8508,17930.4573
Algeria,2025,gdp_per_capita,16291.7593,14142.3202,18136.3011
Algeria,2026,gdp_per_capita,16612.1411,14746.3721,18643.3086
Algeria,2027,gdp_per_capita,16932.5228,14968.0892,19008.6666
Angola,2023,internet_usage,37.9151,28.6592,47.9601
Angola,2024,internet_usage,39.9506,30.4717,51.0892
Angola,2025,internet_usage,41.9916,32.4351,51.8704
Angola,2026,internet_usage,44.0271,33.7761,53.5208
Angola,2027,internet_usage,46.0626,36.1179,55.7467
Angola,2023,electricity_access,49.8911,44.7166,55.2831
Angola,2024,electricity_access,51.024,45.8047,56.2017
Angola,2025,electricity_access,52.1601,47.0408,57.3279
Angola,2026,electricity_access,53.293,47.8946,58.2506
Angola,2027,electricity_access,54.4259,49.1841,59.7046
Angola,2023,gdp_per_capita,8813.81,5734.6991,11928.6583
Angola,2024,gdp_per_capita,9049.8893,6154.0428,12030.3135
Angola,2025,gdp_per_capita,9286.6155,6399.7609,12091.8032
Angola,2026,gdp_per_capita,9522.6948,6727.4493,12554.965
Angola,2027,gdp_per_capita,9758.7741,6841.4415,12743.2735
Argentina,2023,internet_usage,97.7453,90.1603,105.0156
Argentina,2024,internet_usage,101.936,94.0896,109.4211
Argentina,2025,internet_usage,106.1383,98.9085,114.1039
Argentina,2026,internet_usage,110.329,103.5777,117.2339
Argentina,2027,internet_usage,114.5198,107.5294,122.2222
Argentina,2023,electricity_access,100.0,99.5665,100.4598
Argentina,2024,electricity_access,100.0,98.706,101.384
Argentina,2025,electricity_access,100.0,97.5784,102.4749
Argentina,2026,electricity_access,100.0,96.2711,103.8903
Argentina,2027,electricity_access,100.0,94.8305,105.4358
Argentina,2023,gdp_per_capita,19973.2607,16659.0047,23303.4372
Argentina,2024,gdp_per_capita,20202.6418,16908.1386,23757.9274
Argentina,2025,gdp_per_capita,20432.6514,17122.2839,23881.9693
Argentina,2026,gdp_per_capita,20662.0325,17217.8558,23828.776
Argentina,2027,gdp_per_capita,20891.4137,17370.2172,24329.1784
Armenia,2023,internet_usage,85.5975,72.5557,98.7986
Armenia,2024,internet_usage,89.8333,77.4327,104.3692
Armenia,2025,internet_usage,94.0807,79.9149,108.9546
Armenia,2026,internet_usage,98.3166,84.8231,112.4794
Armenia,2027,internet_usage,102.5524,87.8686,115.7219
Armenia,2023,electricity_access,100.1279,99.4559,100.8344
Armenia,2024,electricity_access,100.1777,99.5329,100.8988
Armenia,2025,electricity_access,100.2276,99.5696,100.8997
Armenia,2026,electricity_access,100.2774,99.5481,100.9429
Armenia,2027,electricity_access,100.3272,99.6918,101.0334
Armenia,2023,gdp_per_capita,13009.2884,11494.1825,14606.9928
Armenia,2024,gdp_per_capita,13320.4587,11843.5915,14839.2066
Armenia,2025,gdp_per_capita,13632.4815,12259.8074,15130.9119
Armenia,2026,gdp_per_capita,13943.6518,12430.6815,15563.497
Armenia,2027,gdp_per_capita,14254.8221,12772.5827,15711.538
Australia,2023,internet_usage,99.551,97.4213,101.4104
Australia,2024,internet_usage,101.3302,99.3838,103.6299
Australia,2025,internet_usage,103.1142,101.1207,105.1467
Australia,2026,internet_usage,104.8934,102.7905,106.9904
Australia,2027,internet_usage,106.6726,104.3185,109.1069
Australia,2023,electricity_access,100.0,100.0,100.0
Australia,2024,electricity_access,100.0,100.0,100.0
Australia,2025,electricity_access,100.0,100.0,100.0
Australia,2026,electricity_access,100.0,100.0,100.0
Australia,2027,electricity_access,100.0,100.0,100.0
Australia,2023,gdp_per_capita,51516.6037,50573.0941,52486.3932
Australia,2024,gdp_per_capita,51948.161,51027.7737,53015.356
Australia,2025,gdp_per_capita,52380.9006,51357.6916,53447.4009
Australia,2026,gdp_per_capita,52812.4579,51727.2179,53876.6487
Australia,2027,gdp_per_capita,53244.0151,52080.9029,54444.5905
Austria,2023,internet_usage,94.9631,91.4003,98.7366
Austria,2024,internet_usage,96.4354,92.6919,100.1855
Austria,2025,internet_usage,97.9117,93.4708,101.7989
Austria,2026,internet_usage,99.384,94.6254,104.0289
Austria,2027,internet_usage,100.8563,95.9392,105.817
Austria,2023,electricity_access,100.0,100.0,100.0
Austria,2024,electricity_access,100.0,100.0,100.0
Austria,2025,electricity_access,100.0,100.0,100.0
Austria,2026,electricity_access,100.0,100.0,100.0
Austria,2027,electricity_access,100.0,100.0,100.0
Austria,2023,gdp_per_capita,43260.0909,41885.6216,44591.1804
Austria,2024,gdp_per_capita,43465.2341,42047.829,44831.1761
Austria,2025,gdp_per_capita,43670.9392,42315.9526,45018.6808
Austria,2026,gdp_per_capita,43876.0823,42436.5881,45330.7347
Austria,2027,gdp_per_capita,44081.2254,42651.8525,45534.508
Azerbaijan,2023,internet_usage,103.7915,87.3629,120.2904
Azerbaijan,2024,internet_usage,108.6122,90.393,124.9968
Azerbaijan,2025,internet_usage,113.4462,96.9068,131.4774
Azerbaijan,2026,internet_usage,118.267,101.1431,134.9701
Azerbaijan,2027,internet_usage,123.0877,105.2313,141.1313
Azerbaijan,2023,electricity_access,100.0,99.4935,100.4653
Azerbaijan,2024,electricity_access,100.0,98.4568,101.4738
Azerbaijan,2025,electricity_access,100.0,97.2474,102.7532
Azerbaijan,2026,electricity_access,100.0,96.0624,104.1641
Azerbaijan,2027,electricity_access,100.0,94.3802,105.9175
Azerbaijan,2023,gdp_per_capita,20769.5105,16470.1122,25352.0637
Azerbaijan,2024,gdp_per_capita,21376.4515,17045.8886,26012.1756
Azerbaijan,2025,gdp_per_capita,21985.0553,17539.1445,26794.9321
Azerbaijan,2026,gdp_per_capita,22591.9963,17824.3768,27031.9624
Azerbaijan,2027,gdp_per_capita,23198.9372,18728.1066,27190.9675
Bahrain,2023,internet_usage,123.0717,103.5749,142.4556
Bahrain,2024,internet_usage,128.0505,107.7668,146.1447
Bahrain,2025,internet_usage,133.0429,114.2801,153.4134
Bahrain,2026,internet_usage,138.0217,119.3861,158.2459
Bahrain,2027,internet_usage,143.0004,123.8947,163.1652
Bahrain,2023,electricity_access,100.0,100.0,100.0
Bahrain,2024,electricity_access,100.0,100.0,100.0
Bahrain,2025,electricity_access,100.0,100.0,100.0
Bahrain,2026,electricity_access,100.0,100.0,100.0
Bahrain,2027,electricity_access,100.0,100.0,100.0
Bahrain,2023,gdp_per_capita,37896.8129,36733.1997,38948.4494
Bahrain,2024,gdp_per_capita,37704.4794,36599.8584,38922.629
Bahrain,2025,gdp_per_capita,37511.619,36188.8625,38878.4435
Bahrain,2026,gdp_per_capita,37319.2854,35641.4301,39024.9486
Bahrain,2027,gdp_per_capita,37126.9519,35155.9918,39228.441
Bangladesh,2023,internet_usage,33.887,22.0246,45.1554
Bangladesh,2024,internet_usage,35.7453,23.9873,46.8209
Bangladesh,2025,internet_usage,37.6086,26.7009,48.8755
Bangladesh,2026,internet_usage,39.4668,27.9882,50.3567
Bangladesh,2027,internet_usage,41.3251,29.7826,52.1335
Bangladesh,2023,electricity_access,105.698,100.8369,111.2471
Bangladesh,2024,electricity_access,109.6615,104.1857,115.5316
Bangladesh,2025,electricity_access,113.6358,107.9064,119.0406
Bangladesh,2026,electricity_access,117.5993,112.111,122.9967
Bangladesh,2027,electricity_access,121.5628,115.503,127.1102
Bangladesh,2023,gdp_per_capita,5117.2801,5092.1294,5143.1359
Bangladesh,2024,gdp_per_capita,5334.6294,5291.7613,5376.4357
Bangladesh,2025,gdp_per_capita,5552.5742,5488.3142,5619.3373
Bangladesh,2026,gdp_per_capita,5769.9235,5676.4882,5873.3475
Bangladesh,2027,gdp_per_capita,5987.2727,5858.7973,6129.0407
Barbados,2023,internet_usage,91.1345,72.7687,111.0357
Barbados,2024,internet_usage,93.7695,74.7777,114.3496
Barbados,2025,internet_usage,96.4117,78.5371,115.9529
Barbados,2026,internet_usage,99.0466,80.6405,118.01
Barbados,2027,internet_usage,101.6816,81.869,122.1885
Barbados,2023,electricity_access,100.0,99.9644,100.0265
Barbados,2024,electricity_access,100.0,99.886,100.0798
Barbados,2025,electricity_access,100.0,99.8009,100.1582
Barbados,2026,electricity_access,100.0,99.6903,100.2395
Barbados,2027,electricity_access,100.0,99.5819,100.3202
Barbados,2023,gdp_per_capita,11322.4621,10438.0347,12272.599
Barbados,2024,gdp_per_capita,11266.4074,10408.7309,12156.4896
Barbados,2025,gdp_per_capita,11210.1991,10296.6839,12138.7591
Barbados,2026,gdp_per_capita,11154.1444,10231.4339,12074.2534
Barbados,2027,gdp_per_capita,11098.0897,10170.872,12011.086
Belarus,2023,internet_usage,98.6543,91.0906,106.6708
Belarus,2024,internet_usage,103.3468,95.8049,111.3129
Belarus,2025,internet_usage,108.0521,100.6373,115.1523
Belarus,2026,internet_usage,112.7445,105.7871,119.8998
Belarus,2027,internet_usage,117.4369,109.5551,125.2066
Belarus,2023,electricity_access,100.3251,100.1184,100.5301
Belarus,2024,electricity_access,100.4854,100.1915,100.7916
Belarus,2025,electricity_access,100.646,100.2057,101.1035
Belarus,2026,electricity_access,100.8063,100.1616,101.4828
Belarus,2027,electricity_access,100.9665,100.1533,101.8982
Belarus,2023,gdp_per_capita,21443.6961,18756.6813,24169.1883
Belarus,2024,gdp_per_capita,21897.6086,19065.0122,24589.3
Belarus,2025,gdp_per_capita,22352.7648,19728.7062,25118.4317
Belarus,2026,gdp_per_capita,22806.6773,20076.6427,25454.8297
Belarus,2027,gdp_per_capita,23260.5899,20500.2448,25879.741
Belgium,2023,internet_usage,96.0509,92.6388,99.6394
Belgium,2024,internet_usage,97.4259,93.2415,101.1955
Belgium,2025,internet_usage,98.8047,94.7522,102.6041
Belgium,2026,internet_usage,100.1797,95.5575,104.4556
Belgium,2027,internet_usage,101.5548,96.4175,106.5604
Belgium,2023,electricity_access,100.0,100.0,100.0
Belgium,2024,electricity_access,100.0,100.0,100.0
Belgium,2025,electricity_access,100.0,100.0,100.0
Belgium,2026,electricity_access,100.0,100.0,100.0
Belgium,2027,electricity_access,100.0,100.0,100.0
Belgium,2023,gdp_per_capita,41403.7828,40236.3798,42587.858
Belgium,2024,gdp_per_capita,41674.8515,40553.058,42815.4312
Belgium,2025,gdp_per_capita,41946.6628,40806.4401,43067.2536
Belgium,2026,gdp_per_capita,42217.7315,41095.9152,43376.2364
Belgium,2027,gdp_per_capita,42488.8002,41332.8959,43648.6294
Benin,2023,internet_usage,24.1471,16.6714,32.1626
Benin,2024,internet_usage,25.4371,17.4385,33.0472
Benin,2025,internet_usage,26.7306,19.5289,34.9386
Benin,2026,internet_usage,28.0206,20.2625,35.0602
Benin,2027,internet_usage,29.3106,21.8023,36.8757
Benin,2023,electricity_access,45.8545,39.0616,52.9697
Benin,2024,electricity_access,46.9389,40.4075,54.1415
Benin,2025,electricity_access,48.0264,41.3313,54.7581
Benin,2026,electricity_access,49.1109,42.5677,56.3814
Benin,2027,electricity_access,50.1954,43.5596,56.7169
Benin,2023,gdp_per_capita,2520.4447,2484.9662,2558.3611
Benin,2024,gdp_per_capita,2585.2955,2545.0216,2628.4581
Benin,2025,gdp_per_capita,2650.324,2603.886,2697.3743
Benin,2026,gdp_per_capita,2715.1748,2653.1225,2775.9276
Benin,2027,gdp_per_capita,2780.0256,2698.2435,2851.2738
Bolivia,2023,internet_usage,64.6038,56.1797,73.2529
Bolivia,2024,internet_usage,67.6981,59.1529,76.6202
Bolivia,2025,internet_usage,70.8008,62.3877,79.8385
Bolivia,2026,internet_usage,73.8951,64.977,82.7592
Bolivia,2027,internet_usage,76.9894,68.0206,85.2395
Bolivia,2023,electricity_access,100.9425,95.4414,106.5546
Bolivia,2024,electricity_access,102.1478,96.6541,107.577
Bolivia,2025,electricity_access,103.3564,98.2061,108.461
Bolivia,2026,electricity_access,104.5617,99.1451,109.8227
Bolivia,2027,electricity_access,105.767,100.4038,111.1893
Bolivia,2023,gdp_per_capita,6954.6603,6527.6408,7427.5451
Bolivia,2024,gdp_per_capita,7085.1992,6597.7825,7548.7587
Bolivia,2025,gdp_per_capita,7216.0958,6760.154,7656.6137
Bolivia,2026,gdp_per_capita,7346.6347,6882.2924,7816.8389
Bolivia,2027,gdp_per_capita,7477.1736,7014.7919,7918.2764
Bosnia and Herzegovina,2023,internet_usage,84.2176,78.875,89.5656
Bosnia and Herzegovina,2024,internet_usage,87.7107,82.2203,93.0273
Bosnia and Herzegovina,2025,internet_usage,91.2134,85.6887,96.5894
Bosnia and Herzegovina,2026,internet_usage,94.7066,89.3508,100.0236
Bosnia and Herzegovina,2027,internet_usage,98.1998,92.6557,103.3831
Bosnia and Herzegovina,2023,electricity_access,100.0,99.4669,100.5718
Bosnia and Herzegovina,2024,electricity_access,100.0,98.2667,101.7153
Bosnia and Herzegovina,2025,electricity_access,100.0,96.6776,103.293
Bosnia and Herzegovina,2026,electricity_access,100.0,94.7009,104.8805
Bosnia and Herzegovina,2027,electricity_access,100.0,92.7734,106.7245
Bosnia and Herzegovina,2023,gdp_per_capita,11927.7867,11376.5368,12453.8088
Bosnia and Herzegovina,2024,gdp_per_capita,12186.2901,11666.5877,12730.3748
Bosnia and Herzegovina,2025,gdp_per_capita,12445.5018,11902.5778,12979.0495
Bosnia and Herzegovina,2026,gdp_per_capita,12704.0052,12167.2258,13270.0191
Bosnia and Herzegovina,2027,gdp_per_capita,12962.5086,12399.391,13503.7699
Botswana,2023,internet_usage,71.0577,51.632,88.9279
Botswana,2024,internet_usage,74.7637,55.1221,94.5666
Botswana,2025,internet_usage,78.48,58.3929,97.2866
Botswana,2026,internet_usage,82.186,63.8853,101.2464
Botswana,2027,internet_usage,85.8921,66.1044,106.5985
Botswana,2023,electricity_access,78.7762,76.1686,81.3591
Botswana,2024,electricity_access,80.8974,78.2312,83.4188
Botswana,2025,electricity_access,83.0245,80.1665,85.624
Botswana,2026,electricity_access,85.1458,82.4418,87.7995
Botswana,2027,electricity_access,87.267,84.3617,90.0224
Botswana,2023,gdp_per_capita,16467.3367,15463.7749,17500.7748
Botswana,2024,gdp_per_capita,16729.4054,15725.3401,17644.6045
Botswana,2025,gdp_per_capita,16992.192,16010.9459,18030.72
Botswana,2026,gdp_per_capita,17254.2606,16314.762,18188.7424
Botswana,2027,gdp_per_capita,17516.3292,16610.3633,18535.1668
Brazil,2023,internet_usage,87.9918,85.0438,91.2686
Brazil,2024,internet_usage,91.5941,88.5353,94.7223
Brazil,2025,internet_usage,95.2064,91.9954,98.2131
Brazil,2026,internet_usage,98.8087,95.7551,101.6913
Brazil,2027,internet_usage,102.4111,99.5144,105.5844
Brazil,2023,electricity_access,99.7858,99.4455,100.1099
Brazil,2024,electricity_access,99.7962,98.8718,100.6504
Brazil,2025,electricity_access,99.8066,98.15,101.405
Brazil,2026,electricity_access,99.8171,97.2011,102.2412
Brazil,2027,electricity_access,99.8275,96.3033,103.2856
Brazil,2023,gdp_per_capita,14112.5911,13367.038,14837.6819
Brazil,2024,gdp_per_capita,14053.6212,13362.1076,14836.1941
Brazil,2025,gdp_per_capita,13994.4898,13311.1601,14709.5358
Brazil,2026,gdp_per_capita,13935.52,13167.641,14686.8903
Brazil,2027,gdp_per_capita,13876.5501,13060.7683,14818.5929
Bulgaria,2023,internet_usage,80.0854,76.2135,83.8737
Bulgaria,2024,internet_usage,82.8229,78.6735,86.5678
Bulgaria,2025,internet_usage,85.5678,81.792,89.4502
Bulgaria,2026,internet_usage,88.3052,84.1736,92.3734
Bulgaria,2027,internet_usage,91.0427,86.9632,95.2369
Bulgaria,2023,electricity_access,100.6092,100.4275,100.7905
Bulgaria,2024,electricity_access,101.0006,100.731,101.2817
Bulgaria,2025,electricity_access,101.3931,100.9455,101.8269
Bulgaria,2026,electricity_access,101.7845,101.0734,102.4594
Bulgaria,2027,electricity_access,102.1758,101.1889,103.0871
Bulgaria,2023,gdp_per_capita,20294.261,19472.6502,21201.7663
Bulgaria,2024,gdp_per_capita,20742.3342,19796.3494,21644.6525
Bulgaria,2025,gdp_per_capita,21191.635,20352.1191,22093.3785
Bulgaria,2026,gdp_per_capita,21639.7082,20686.1783,22685.3109
Bulgaria,2027,gdp_per_capita,22087.7814,21110.3906,23067.0831
Burkina Faso,2023,internet_usage,11.9401,9.3832,14.7246
Burkina Faso,2024,internet_usage,12.5636,10.0004,15.1562
Burkina Faso,2025,internet_usage,13.1888,10.3948,16.196
Burkina Faso,2026,internet_usage,13.8122,10.967,16.5213
Burkina Faso,2027,internet_usage,14.4357,11.8313,17.0719
